@RELATION svm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE features137 NUMERIC
@ATTRIBUTE features138 NUMERIC
@ATTRIBUTE class {./out/bal/Cough,./out/bal/Bell,./out/bal/Speech}

@DATA
0.061663,0.021391,2.641491,0.143351,0.166276,0.404532,0.000044,0.076924,-20.076544,1.732751,-0.623816,-0.396779,-0.200870,-0.169402,0.465436,0.317982,0.141014,0.065945,-0.099175,0.001632,-0.042353,0.004243,0.003877,0.009369,0.004735,0.001258,0.001138,0.002263,0.001131,0.003197,0.001157,0.003734,0.002407,0.004819,0.000367,0.000453,0.003440,0.001682,0.000017,0.031147,0.000003,0.008378,0.044734,-0.025814,0.047663,-0.017624,0.014235,-0.010142,0.000298,-0.003055,-0.001346,0.005262,-0.002839,0.004238,-0.002219,-0.000003,-0.000008,-0.000035,-0.000074,-0.000002,0.000002,-0.000033,0.000011,0.000005,-0.000008,0.000003,-0.000008,-0.000025,0.006774,0.006491,0.213690,0.013116,0.008965,0.113765,0.000031,0.039049,0.529975,0.396498,0.224824,0.222217,0.191259,0.157033,0.113638,0.136953,0.101327,0.081646,0.076526,0.102046,0.070570,0.002310,0.002862,0.004160,0.001746,0.000547,0.000467,0.001227,0.000440,0.002420,0.000736,0.001332,0.001433,0.001647,0.002391,0.001527,0.165334,0.007821,0.007139,0.056719,0.000036,0.017921,0.224788,0.217069,0.152932,0.121028,0.114032,0.084298,0.078434,0.067339,0.055609,0.050849,0.051437,0.064354,0.039614,0.001515,0.001122,0.002624,0.000785,0.000364,0.000345,0.000820,0.000335,0.000842,0.000505,0.000714,0.000890,0.000915,400.000000,0.113636,./out/bal/Speech
0.064345,0.013805,2.269847,0.124716,0.137122,0.606091,0.000054,0.110420,-22.154229,1.461450,0.042356,-0.288272,-0.441881,0.010550,0.100508,-0.151116,0.074108,-0.069134,-0.070304,-0.073856,-0.070110,0.002443,0.001745,0.004246,0.005174,0.003215,0.002739,0.004818,0.004347,0.002929,0.002606,0.003951,0.002477,0.003783,-0.000001,-0.000065,0.011322,0.000317,0.000057,0.005555,-0.000000,0.001064,-0.056025,0.003651,-0.001469,0.005000,0.004278,0.002390,-0.000378,0.002230,0.002818,0.003079,0.001665,0.001295,0.001991,-0.000086,0.000081,-0.000046,-0.000309,-0.000065,-0.000012,-0.000059,0.000069,0.000039,-0.000056,-0.000208,-0.000090,-0.000080,0.012752,0.004115,0.538226,0.016335,0.013967,0.117458,0.000064,0.020711,1.397388,0.296945,0.409193,0.167835,0.235810,0.202407,0.186978,0.185866,0.159825,0.130200,0.130768,0.126719,0.088127,0.001215,0.001022,0.001959,0.002971,0.001668,0.001024,0.002791,0.002793,0.001748,0.001438,0.002216,0.001258,0.001072,0.003334,0.001186,0.284262,0.010705,0.011466,0.054265,0.000054,0.010388,0.444734,0.162497,0.185430,0.118239,0.107658,0.103539,0.087756,0.087526,0.096218,0.078215,0.071268,0.075016,0.077553,0.001012,0.000804,0.001946,0.001486,0.001121,0.000897,0.002075,0.001585,0.001360,0.001327,0.001638,0.001002,0.000895,200.000000,0.057143,./out/bal/Speech
0.097791,0.005693,2.634324,0.138211,0.122962,0.853857,0.000019,0.145428,-21.950689,-0.215104,-1.417575,-1.156584,-0.419009,-0.504640,-0.428644,-0.493488,-0.170771,0.198674,0.099978,-0.159697,-0.001385,0.002483,0.000557,0.001115,0.000965,0.000960,0.002262,0.002174,0.000990,0.002417,0.002307,0.001250,0.001535,0.001955,-0.000376,-0.000055,-0.016157,-0.000129,0.000016,-0.003140,-0.000000,-0.000271,-0.005276,0.001412,-0.005243,0.008377,0.002214,0.001697,0.003083,-0.002724,-0.002242,-0.006720,-0.006754,-0.002477,0.001923,0.000001,0.000012,-0.000006,0.000004,-0.000008,0.000000,0.000001,0.000005,0.000005,-0.000074,0.000002,0.000000,-0.000017,0.010845,0.001893,0.226183,0.013680,0.007852,0.142024,0.000017,0.025190,0.554270,0.354146,0.262676,0.242124,0.219025,0.202644,0.192864,0.247423,0.212079,0.215316,0.196422,0.208072,0.164483,0.001781,0.000236,0.000896,0.000398,0.000577,0.001750,0.001184,0.000635,0.001162,0.001485,0.000776,0.000986,0.000713,0.003221,0.000552,0.113986,0.004483,0.005914,0.045110,0.000017,0.010118,0.192495,0.184329,0.159734,0.143912,0.122319,0.116915,0.111524,0.099296,0.102050,0.090847,0.090243,0.081274,0.072950,0.000549,0.000165,0.000304,0.000293,0.000276,0.000731,0.000812,0.000411,0.000876,0.000806,0.000458,0.000498,0.000398,240.000000,0.093168,./out/bal/Speech
0.164144,0.001389,2.271442,0.169114,0.111286,1.442102,0.000013,0.259501,-24.517027,-0.409526,-0.723791,-0.298519,-0.142317,0.306892,0.113701,-0.263350,-0.192163,-0.037262,0.012500,0.137478,-0.116050,0.001021,0.000447,0.000807,0.001563,0.001050,0.001201,0.002984,0.001460,0.001703,0.001189,0.001277,0.000990,0.001326,-0.000398,-0.000107,0.019852,-0.000713,-0.001376,0.002694,-0.000002,0.000081,-0.013196,-0.000212,-0.004626,-0.002189,0.000552,-0.000233,-0.001733,-0.005580,-0.002246,-0.001888,-0.001070,0.000644,-0.000745,-0.000053,0.000006,-0.000020,-0.000059,-0.000019,-0.000067,-0.000060,0.000002,-0.000045,0.000009,-0.000083,-0.000041,-0.000024,0.009308,0.001026,0.310637,0.017112,0.011104,0.181532,0.000016,0.018948,0.489586,0.190185,0.225291,0.113988,0.101891,0.132073,0.111298,0.112658,0.109752,0.073463,0.064619,0.056788,0.068966,0.000763,0.000162,0.000334,0.001049,0.000423,0.000634,0.002532,0.000832,0.001120,0.000685,0.001011,0.000581,0.000779,0.002180,0.000323,0.243396,0.008212,0.008125,0.089874,0.000019,0.009752,0.153474,0.086645,0.079485,0.058917,0.053246,0.054709,0.052528,0.048848,0.046843,0.038268,0.041676,0.034678,0.039824,0.000425,0.000106,0.000210,0.000697,0.000258,0.000353,0.001127,0.000464,0.000463,0.000392,0.000556,0.000266,0.000430,70.588235,0.080000,./out/bal/Speech
0.046593,0.033414,2.877579,0.105656,0.132542,0.225397,0.000038,0.068925,-18.656412,2.271430,-0.647093,-0.233358,-0.584574,0.013793,-0.097743,-0.123094,-0.077647,0.057076,-0.135780,-0.025882,-0.147607,0.002035,0.002145,0.001685,0.003177,0.001180,0.000756,0.003097,0.004512,0.002336,0.004425,0.003538,0.001192,0.002981,-0.000203,-0.000084,-0.000714,-0.000208,0.000054,-0.001448,-0.000001,-0.000996,-0.003414,0.004702,-0.003341,0.001177,0.001711,0.005290,-0.004086,0.005897,0.001792,-0.008740,0.001290,-0.000211,0.001637,0.000001,-0.000023,-0.000011,-0.000115,-0.000003,-0.000003,0.000036,-0.000142,0.000073,0.000010,-0.000001,-0.000061,-0.000005,0.007949,0.005203,0.136554,0.012140,0.010855,0.062675,0.000020,0.018441,0.276572,0.218024,0.235543,0.136549,0.198944,0.093556,0.123385,0.096068,0.128555,0.083536,0.097233,0.093627,0.133720,0.000858,0.001151,0.000703,0.001443,0.000616,0.000396,0.001773,0.002023,0.000918,0.002525,0.001636,0.000534,0.000846,0.002862,0.001845,0.110191,0.006208,0.009056,0.027355,0.000024,0.010860,0.124962,0.073669,0.092479,0.054872,0.067889,0.050302,0.061089,0.046460,0.056566,0.047303,0.055775,0.045963,0.057034,0.000523,0.000789,0.000645,0.000669,0.000393,0.000297,0.000818,0.001340,0.000802,0.001374,0.001009,0.000382,0.000523,75.000000,0.098039,./out/bal/Speech
0.076222,0.070277,2.902968,0.147001,0.148941,0.662494,0.000019,0.121169,-18.107329,0.521063,-0.391263,0.860132,0.109780,-0.005728,-0.143124,0.003621,0.129827,0.000354,0.167661,-0.119601,-0.055827,0.001060,0.001068,0.001156,0.003048,0.002537,0.001959,0.001989,0.001028,0.001764,0.001202,0.002101,0.003728,0.001772,0.000275,0.000669,-0.013508,0.000405,0.000024,0.003246,0.000000,0.000931,0.006791,-0.013081,0.007787,0.004810,0.003218,-0.006667,-0.001662,0.002300,0.003538,0.003520,-0.003226,0.004456,-0.001697,-0.000022,-0.000010,-0.000002,-0.000116,-0.000030,0.000079,0.000017,0.000011,-0.000089,-0.000047,-0.000016,-0.000046,0.000008,0.007381,0.012450,0.158802,0.007925,0.006177,0.094985,0.000012,0.019943,0.321802,0.241861,0.194523,0.105393,0.114548,0.110595,0.098027,0.107933,0.079214,0.092528,0.072311,0.080413,0.099687,0.000384,0.000526,0.000366,0.001324,0.000829,0.000714,0.000837,0.000388,0.000755,0.000456,0.001154,0.001307,0.000489,0.002168,0.004782,0.109781,0.003782,0.004178,0.033106,0.000014,0.008772,0.118289,0.085678,0.066057,0.056503,0.050582,0.048825,0.050008,0.051125,0.049249,0.052108,0.037704,0.038940,0.047825,0.000271,0.000353,0.000311,0.000778,0.000736,0.000494,0.000399,0.000254,0.000481,0.000275,0.000657,0.000899,0.000349,200.000000,0.087302,./out/bal/Speech
0.114410,0.015096,2.285131,0.167289,0.157055,1.013937,0.000027,0.174162,-20.946752,1.179623,-0.412406,-0.400580,-0.393303,-0.187265,-0.308545,0.128272,-0.041482,-0.086552,0.121042,0.160899,0.036337,0.003647,0.001024,0.001679,0.003291,0.002197,0.005910,0.001567,0.002554,0.001601,0.001597,0.001015,0.001760,0.002555,-0.000957,0.000589,0.023030,-0.001030,-0.000928,-0.006400,0.000001,-0.001629,0.042608,-0.002909,-0.000518,-0.004917,-0.008684,0.006701,0.004237,-0.005568,0.005118,-0.007107,0.001271,0.009726,-0.007963,0.000510,-0.000015,-0.000007,-0.000001,0.000031,0.000249,-0.000027,-0.000005,-0.000013,-0.000015,0.000006,0.000017,0.000094,0.012858,0.005061,0.353981,0.020190,0.007731,0.279406,0.000021,0.045231,0.696582,0.380544,0.254144,0.144827,0.177667,0.105947,0.121540,0.094136,0.076930,0.072775,0.081583,0.089010,0.080204,0.001286,0.000508,0.000775,0.001707,0.001270,0.002052,0.000521,0.001530,0.000835,0.000688,0.000463,0.000691,0.000672,0.003233,0.001096,0.295007,0.007558,0.004851,0.102449,0.000024,0.018800,0.244039,0.132333,0.105833,0.079738,0.080888,0.075912,0.054259,0.053385,0.042236,0.043654,0.044433,0.043524,0.043859,0.000897,0.000352,0.000480,0.000845,0.000824,0.001010,0.000470,0.000996,0.000597,0.000463,0.000402,0.000607,0.000445,200.000000,0.076923,./out/bal/Speech
0.022656,0.025164,2.999060,0.050998,0.083228,0.144440,0.000081,0.037935,-20.529385,1.660770,0.512327,0.915227,0.392268,0.502009,-0.628701,0.537033,0.226940,-0.019056,-0.080285,0.234323,-0.200525,0.000686,0.001058,0.003333,0.002321,0.002931,0.002352,0.000838,0.001025,0.001112,0.000634,0.000691,0.001274,0.001296,-0.000065,-0.000118,0.001779,0.001703,0.005387,0.000095,-0.000001,0.000347,0.009983,-0.001656,0.000256,-0.003517,-0.003532,-0.003614,0.000999,-0.002262,-0.002795,-0.002432,0.006170,-0.002538,0.001024,0.000003,0.000083,-0.000001,-0.000122,-0.000117,-0.000047,-0.000034,-0.000018,-0.000012,0.000012,0.000002,0.000049,-0.000027,0.002624,0.004676,0.089914,0.006494,0.018703,0.029927,0.000048,0.009705,0.214919,0.237956,0.093971,0.101503,0.067784,0.104876,0.073130,0.113021,0.076770,0.127554,0.093561,0.132296,0.080752,0.000233,0.000371,0.001595,0.000849,0.001050,0.000849,0.000335,0.000449,0.000421,0.000221,0.000221,0.000444,0.000350,0.001008,0.001428,0.064447,0.008526,0.027133,0.014147,0.000054,0.004736,0.081281,0.084225,0.051949,0.053368,0.043953,0.055936,0.039477,0.051934,0.042519,0.049193,0.051870,0.047661,0.041533,0.000215,0.000268,0.000771,0.000644,0.000714,0.000607,0.000306,0.000328,0.000302,0.000202,0.000187,0.000265,0.000209,100.000000,0.073171,./out/bal/Speech
0.080720,0.016225,2.533754,0.105113,0.109442,0.552118,0.000028,0.099310,-20.519892,1.164473,-0.462058,-0.127697,0.078381,0.211894,0.056620,-0.018178,-0.062727,0.060488,-0.115264,0.008718,-0.159263,0.001836,0.002283,0.002291,0.001574,0.002258,0.002580,0.003025,0.002401,0.002293,0.003857,0.001156,0.001934,0.002186,0.000475,-0.000236,-0.002001,0.000269,0.000202,0.002168,0.000001,-0.000260,-0.001950,0.006173,0.003258,-0.004791,0.003863,0.008079,-0.004797,0.003503,0.001503,-0.006555,-0.000772,-0.001341,-0.001465,-0.000004,0.000018,0.000039,-0.000023,0.000118,-0.000019,0.000025,0.000112,-0.000023,0.000495,-0.000014,-0.000007,0.000111,0.008088,0.005313,0.377683,0.014115,0.011167,0.165986,0.000026,0.031045,1.203495,0.208739,0.247159,0.224626,0.189288,0.126619,0.111552,0.116001,0.082566,0.080384,0.094310,0.083720,0.068880,0.000978,0.001021,0.001317,0.000490,0.001055,0.001445,0.001786,0.000947,0.001032,0.001718,0.000511,0.001161,0.000725,0.001885,0.001044,0.197575,0.005905,0.009200,0.071461,0.000024,0.014230,0.297817,0.090793,0.098473,0.095220,0.076611,0.054135,0.066198,0.053594,0.053652,0.042325,0.049407,0.041810,0.035516,0.000791,0.000703,0.000794,0.000388,0.000790,0.000952,0.000819,0.000622,0.000832,0.000952,0.000465,0.000748,0.000486,52.173913,0.063063,./out/bal/Speech
0.071820,0.016645,3.033746,0.135206,0.149783,0.610688,0.000018,0.119368,-18.814709,1.144725,-0.484515,0.101704,0.118696,-0.048182,-0.537948,-0.328449,0.017338,0.138094,0.223028,-0.067223,0.012739,0.001719,0.001220,0.001931,0.001890,0.001704,0.003172,0.001587,0.003371,0.004791,0.003468,0.003927,0.002298,0.002355,0.000235,-0.000253,0.005757,0.000488,0.000739,0.006168,0.000002,0.000891,-0.009532,0.004360,0.015258,-0.000471,0.007526,-0.000968,-0.008439,0.015425,0.005974,-0.008907,-0.003949,-0.000717,-0.004251,0.000012,-0.000001,0.000040,0.000023,0.000041,-0.000014,-0.000070,-0.000279,-0.000029,0.000059,0.000038,0.000067,-0.000005,0.006659,0.002481,0.097442,0.011917,0.011542,0.088780,0.000011,0.019033,0.257783,0.149552,0.170986,0.154919,0.134165,0.122986,0.151890,0.125977,0.100588,0.091389,0.106705,0.089706,0.115785,0.000841,0.000566,0.000759,0.000849,0.000608,0.001078,0.000591,0.001122,0.001990,0.001474,0.001929,0.000837,0.000661,0.002803,0.000836,0.072678,0.005730,0.006185,0.046206,0.000014,0.010638,0.109490,0.073688,0.074168,0.062368,0.055114,0.052521,0.058307,0.059910,0.049042,0.049410,0.056320,0.049682,0.052048,0.000474,0.000306,0.000490,0.000480,0.000398,0.000654,0.000393,0.000863,0.001206,0.000744,0.000943,0.000667,0.000413,120.000000,0.061644,./out/bal/Speech
0.047875,0.039078,3.032933,0.083756,0.103648,0.211418,0.000034,0.064130,-18.749603,-0.101930,-2.074819,-0.254565,-0.010724,0.046861,-0.320044,-0.364208,0.044342,0.064715,-0.015870,-0.002961,-0.010080,0.000788,0.001317,0.000660,0.000712,0.001375,0.001702,0.000906,0.002037,0.003715,0.004276,0.006111,0.001028,0.002767,0.000074,0.000097,0.001043,0.000147,0.000479,-0.000263,-0.000001,-0.000075,0.002303,-0.002464,0.000724,0.010040,0.006692,-0.002969,-0.000621,-0.000428,-0.000047,0.000944,-0.001543,-0.006374,0.000999,-0.000015,0.000020,-0.000014,0.000007,0.000022,0.000005,0.000016,-0.000018,0.000126,0.000071,0.000037,-0.000001,0.000017,0.001598,0.007162,0.091346,0.003474,0.007411,0.024215,0.000014,0.003972,0.328058,0.208052,0.156833,0.154249,0.076449,0.106631,0.094468,0.108866,0.111190,0.099403,0.114616,0.088950,0.080566,0.000361,0.000582,0.000280,0.000433,0.000792,0.000590,0.000396,0.000938,0.001931,0.002359,0.004526,0.000407,0.001363,0.000617,0.001322,0.054524,0.002577,0.008020,0.008044,0.000013,0.002095,0.063233,0.048013,0.046877,0.041364,0.034266,0.042955,0.038399,0.041204,0.032879,0.035053,0.038594,0.033905,0.034453,0.000242,0.000412,0.000198,0.000197,0.000524,0.000478,0.000286,0.000586,0.001388,0.001529,0.001793,0.000333,0.000721,300.000000,0.065574,./out/bal/Speech
0.031717,0.004829,2.740717,0.095316,0.131493,0.218464,0.000063,0.048013,-23.630497,2.010237,-0.586287,-0.478834,-0.600454,-0.178265,-0.111967,-0.119600,-0.124721,-0.115624,-0.236227,-0.066640,-0.051400,0.001210,0.002859,0.002892,0.002414,0.002115,0.001445,0.001144,0.000744,0.003112,0.001076,0.000679,0.001346,0.001797,0.000014,-0.000008,-0.009202,-0.000091,-0.000086,0.000003,0.000001,0.000098,0.011687,-0.003728,-0.003406,0.001623,0.001159,0.001478,0.000081,-0.000397,0.001845,-0.001569,-0.000081,0.000104,0.000042,0.000000,-0.000013,-0.000004,0.000026,-0.000007,-0.000006,0.000001,-0.000003,0.000078,0.000024,0.000002,0.000001,0.000019,0.004363,0.003314,0.317932,0.011484,0.012857,0.127077,0.000088,0.018994,0.946869,0.347127,0.365039,0.278596,0.169564,0.136246,0.104787,0.147081,0.157050,0.123461,0.177828,0.111868,0.109539,0.000656,0.001872,0.001677,0.001774,0.001094,0.000681,0.000611,0.000421,0.001861,0.000548,0.000353,0.000683,0.000729,0.001298,0.000712,0.189907,0.006265,0.010016,0.044380,0.000098,0.008178,0.212839,0.125842,0.133900,0.110435,0.072356,0.067904,0.064850,0.076255,0.071458,0.062491,0.062011,0.054226,0.059262,0.000528,0.001447,0.001254,0.001316,0.000874,0.000692,0.000422,0.000270,0.001135,0.000470,0.000298,0.000488,0.000546,171.428571,0.076923,./out/bal/Speech
0.058801,0.012317,3.062720,0.126803,0.144121,0.466517,0.000019,0.094117,-19.679493,1.383540,-0.205708,0.525744,-0.089346,0.354336,0.095680,0.071937,-0.061375,0.072516,0.029575,0.059810,-0.093967,0.001040,0.000767,0.001986,0.002385,0.002124,0.002398,0.002515,0.002731,0.003731,0.001828,0.007270,0.002506,0.002893,-0.000127,-0.000208,-0.020162,0.000222,0.000075,-0.001921,0.000000,0.000528,-0.021935,0.007636,-0.008458,0.001293,-0.002418,0.002953,0.005474,-0.000398,0.003330,-0.009856,-0.003232,-0.002755,0.001247,0.000045,-0.000003,-0.000021,-0.000088,0.000039,-0.000003,-0.000029,0.000122,0.000149,0.000100,0.000279,-0.000022,0.000070,0.005791,0.002068,0.062543,0.010731,0.008448,0.081465,0.000009,0.016845,0.260236,0.159311,0.132523,0.089390,0.070573,0.073655,0.081741,0.079901,0.060316,0.068847,0.058783,0.078123,0.052241,0.000492,0.000388,0.000763,0.000969,0.000934,0.000876,0.000775,0.000884,0.001640,0.000675,0.002618,0.001449,0.000767,0.001154,0.000413,0.047269,0.003234,0.004809,0.020373,0.000008,0.004527,0.062523,0.046009,0.042454,0.031454,0.032354,0.024843,0.034727,0.029416,0.030285,0.029840,0.030289,0.025587,0.025750,0.000337,0.000303,0.000589,0.000701,0.000569,0.000572,0.000567,0.000631,0.000827,0.000499,0.000864,0.000670,0.000318,70.588235,0.076923,./out/bal/Speech
0.069531,0.005681,2.964514,0.081282,0.071609,0.636243,0.000024,0.121515,-20.390820,0.767180,-0.611257,-0.322126,0.044939,0.056937,-0.117924,-0.375384,-0.185509,-0.095099,-0.049993,-0.024257,-0.061181,0.001750,0.001371,0.001719,0.002160,0.002191,0.005811,0.001940,0.002206,0.001546,0.001563,0.003760,0.001659,0.001910,0.000060,0.000006,0.003444,-0.000586,-0.002458,0.000890,-0.000000,-0.000037,0.002431,-0.004302,-0.001870,-0.000604,0.000414,0.000162,0.000033,-0.001605,-0.000931,-0.001184,-0.001589,-0.000394,-0.001022,-0.000053,-0.000018,-0.000009,-0.000048,-0.000002,-0.000044,0.000008,-0.000017,-0.000002,-0.000000,0.000001,0.000036,-0.000006,0.002619,0.002716,0.154369,0.003298,0.009729,0.043069,0.000020,0.007486,0.314892,0.088919,0.074715,0.159388,0.064936,0.047536,0.086157,0.062304,0.046526,0.057246,0.035689,0.034813,0.045456,0.000592,0.000539,0.000566,0.000603,0.000954,0.002155,0.000945,0.001058,0.000697,0.000550,0.001467,0.000464,0.000568,0.000753,0.000609,0.094024,0.003934,0.013821,0.020219,0.000020,0.003654,0.079603,0.026929,0.033754,0.037146,0.030948,0.020682,0.027049,0.028375,0.026911,0.026183,0.021627,0.021359,0.027999,0.000387,0.000387,0.000418,0.000490,0.000745,0.001067,0.000770,0.000652,0.000461,0.000378,0.000714,0.000428,0.000331,133.333333,0.075630,./out/bal/Speech
0.060450,0.017623,2.890487,0.119532,0.152891,0.268910,0.000028,0.050752,-19.201699,2.312854,-0.483287,-0.188261,-0.541333,0.331817,0.236222,0.276078,-0.214556,0.013284,-0.052953,0.004486,-0.141066,0.004649,0.005119,0.003899,0.003252,0.002692,0.002189,0.003103,0.002221,0.002567,0.003259,0.003212,0.003903,0.003143,0.000075,0.000136,0.012932,0.000594,0.000660,-0.000277,0.000001,0.000230,-0.011511,-0.001688,0.022978,-0.005030,-0.006930,-0.010918,-0.007780,0.025492,-0.003031,-0.025122,0.007608,0.016966,-0.007202,-0.000169,0.000422,0.000001,0.000028,0.000013,0.000238,-0.000126,-0.000003,-0.000047,-0.000063,-0.000016,-0.000139,0.000056,0.009230,0.002632,0.134799,0.011479,0.010344,0.047332,0.000017,0.006134,0.376273,0.147226,0.279965,0.120375,0.215153,0.125553,0.121712,0.109894,0.083785,0.117702,0.077464,0.090938,0.067792,0.001941,0.001651,0.001896,0.001176,0.001223,0.000674,0.001542,0.000763,0.001371,0.001349,0.001435,0.002334,0.000687,0.004108,0.000950,0.083981,0.006293,0.006124,0.028621,0.000020,0.003149,0.121237,0.066154,0.107788,0.062631,0.082486,0.069964,0.064610,0.060802,0.056384,0.055628,0.049928,0.049631,0.038234,0.001170,0.000831,0.001181,0.000759,0.000614,0.000473,0.000630,0.000526,0.000699,0.000897,0.000812,0.000920,0.000399,80.000000,0.085526,./out/bal/Speech
